"","x"
"11113","OR1S2"
"11114","OR2A1"
"11115","OR2A12"
"11116","OR2A14"
"11117","OR2A2"
"11118","OR2A25"
"11119","OR2A4"
"11120","OR2A42"
"11121","OR2A5"
"11122","OR2A7"
"11123","OR2AE1"
"11124","OR2AG1"
"11125","OR2AG2"
"11126","OR2AJ1"
"11127","OR2AK2"
"11128","OR2AP1"
"11129","OR2AT4"
"11130","OR2B11"
"11131","OR2B2"
"11132","OR2B3"
"11133","OR2B6"
"11134","OR2C1"
"11135","OR2C3"
"11136","OR2D2"
"11137","OR2D3"
"11138","OR2F1"
"11139","OR2F2"
"11140","OR2G2"
"11141","OR2G3"
"11142","OR2G6"
"11143","OR2H1"
"11144","OR2H2"
"11145","OR2I1P"
"11146","OR2J1"
"11147","OR2J2"
"11148","OR2J3"
"11149","OR2K2"
"11150","OR2L13"
"11151","OR2L2"
"11152","OR2L3"
"11153","OR2L5"
"11154","OR2L8"
"11155","OR2M2"
"11156","OR2M3"
"11157","OR2M4"
"11158","OR2M5"
"11159","OR2M7"
"11160","OR2S2"
"11161","OR2T1"
"11162","OR2T10"
"11163","OR2T11"
"11164","OR2T12"
"11165","OR2T2"
"11166","OR2T27"
"11167","OR2T29"
"11168","OR2T3"
"11169","OR2T33"
"11170","OR2T34"
"11171","OR2T35"
"11172","OR2T4"
"11173","OR2T5"
"11174","OR2T6"
"11175","OR2T8"
"11176","OR2V1"
"11177","OR2V2"
"11178","OR2W1"
"11179","OR2W3"
"11180","OR2Y1"
"11181","OR2Z1"
"11182","OR3A1"
"11183","OR3A3"
"11184","OR4A15"
"11185","OR4A16"
"11186","OR4A47"
"11187","OR4A5"
"11188","OR4B1"
"11189","OR4C11"
"11190","OR4C12"
"11191","OR4C13"
"11192","OR4C15"
"11193","OR4C16"
"11194","OR4C3"
"11195","OR4C46"
"11196","OR4C5"
"11197","OR4C6"
"11198","OR4D1"
"11199","OR4D10"
"11200","OR4D11"
"11201","OR4D2"
"11202","OR4D5"
"11203","OR4D6"
"11204","OR4D9"
"11205","OR4E1"
"11206","OR4E2"
"11207","OR4F15"
"11208","OR4F21"
"11209","OR4F29"
"11210","OR4F4"
"11211","OR4F5"
"11212","OR4F6"
"11213","OR4K1"
"11214","OR4K13"
"11215","OR4K14"
"11216","OR4K15"
"11217","OR4K17"
"11218","OR4K2"
"11219","OR4K5"
"11220","OR4L1"
"11221","OR4M1"
"11222","OR4M2"
"11223","OR4N4"
"11224","OR4N5"
"11225","OR4P4"
"11226","OR4Q2"
"11227","OR4S1"
"11228","OR4S2"
"11229","OR4X1"
"11230","OR4X2"
"11231","OR51A2"
"11232","OR51A4"
"11233","OR51A7"
"11234","OR51B2"
"11235","OR51B4"
"11236","OR51B5"
"11237","OR51B6"
"11238","OR51C1P"
"11239","OR51D1"
"11240","OR51E1"
"11241","OR51E2"
"11242","OR51F1"
"11243","OR51F2"
"11244","OR51G1"
"11245","OR51G2"
"11246","OR51I1"
"11247","OR51I2"
"11248","OR51L1"
"11249","OR51M1"
"11250","OR51Q1"
"11251","OR51S1"
"11252","OR51T1"
"11253","OR51V1"
"11254","OR52A1"
"11255","OR52A5"
"11256","OR52B2"
"11257","OR52B4"
"11258","OR52B6"
"11259","OR52D1"
"11260","OR52E2"
"11261","OR52E4"
"11262","OR52E5"
"11263","OR52E6"
"11264","OR52E8"
"11265","OR52H1"
"11266","OR52I1"
"11267","OR52I2"
"11268","OR52J3"
"11269","OR52K1"
"11270","OR52K2"
"11271","OR52L1"
"11272","OR52M1"
"11273","OR52N1"
"11274","OR52N2"
"11275","OR52N4"
"11276","OR52N5"
"11277","OR52R1"
"11278","OR52W1"
"11279","OR56A1"
"11280","OR56A3"
"11281","OR56A4"
"11282","OR56A5"
"11283","OR56B1"
"11284","OR56B4"
"11285","OR5A1"
"11286","OR5A2"
"11287","OR5AC2"
"11288","OR5AK2"
"11289","OR5AN1"
"11290","OR5AP2"
"11291","OR5AR1"
"11292","OR5AS1"
"11293","OR5AU1"
"11294","OR5B12"
"11295","OR5B17"
"11296","OR5B2"
"11297","OR5B21"
"11298","OR5B3"
"11299","OR5BS1P"
"11300","OR5C1"
"11301","OR5D13"
"11302","OR5D14"
"11303","OR5D16"
"11304","OR5D18"
"11305","OR5D3P"
"11306","OR5F1"
"11307","OR5H1"
"11308","OR5H14"
"11309","OR5H15"
"11310","OR5H2"
"11311","OR5H6"
"11312","OR5I1"
"11313","OR5J2"
"11314","OR5K1"
"11315","OR5K2"
"11316","OR5K3"
"11317","OR5K4"
"11318","OR5L1"
"11319","OR5L2"
"11320","OR5M1"
"11321","OR5M10"
"11322","OR5M11"
"11323","OR5M3"
"11324","OR5M8"
"11325","OR5M9"
"11326","OR5P2"
"11327","OR5P3"
"11328","OR5R1"
"11329","OR5T1"
"11330","OR5T2"
"11331","OR5T3"
"11332","OR5V1"
"11333","OR5W2"
"11334","OR6A2"
"11335","OR6B1"
"11336","OR6B2"
"11337","OR6B3"
"11338","OR6C1"
"11339","OR6C2"
"11340","OR6C3"
"11341","OR6C4"
"11342","OR6C6"
"11343","OR6C65"
"11344","OR6C68"
"11345","OR6C70"
"11346","OR6C74"
"11347","OR6C75"
"11348","OR6C76"
"11349","OR6F1"
"11350","OR6J1"
"11351","OR6K2"
"11352","OR6K3"
"11353","OR6K6"
"11354","OR6M1"
"11355","OR6N1"
"11356","OR6N2"
"11357","OR6P1"
"11358","OR6Q1"
"11359","OR6S1"
"11360","OR6T1"
"11361","OR6V1"
"11362","OR6X1"
"11363","OR6Y1"
"11364","OR7A10"
"11365","OR7A17"
"11366","OR7A5"
"11367","OR7D4"
"11368","OR7E47P"
"11369","OR7G1"
"11370","OR7G2"
"11371","OR7G3"
"11372","OR8A1"
"11373","OR8B12"
"11374","OR8B2"
"11375","OR8B3"
"11376","OR8B4"
"11377","OR8B8"
"11378","OR8D1"
"11379","OR8D2"
"11380","OR8D4"
"11381","OR8G1"
"11382","OR8G5"
"11383","OR8H1"
"11384","OR8H2"
"11385","OR8H3"
"11386","OR8I2"
"11387","OR8J1"
"11388","OR8J3"
"11389","OR8K1"
"11390","OR8K3"
"11391","OR8K5"
"11392","OR8U1"
"11393","OR9A2"
"11394","OR9A4"
"11395","OR9G1"
"11396","OR9G4"
"11397","OR9I1"
"11398","OR9K2"
"11399","OR9Q1"
"11400","OR9Q2"
"11401","ORAI1"
"11402","ORAI2"
"11403","ORAI3"
"11404","ORC1"
"11405","ORC2"
"11406","ORC3"
"11407","ORC4"
"11408","ORC5"
"11409","ORC6"
"11410","ORM1"
"11411","ORM2"
"11412","ORMDL1"
"11413","ORMDL2"
"11414","ORMDL3"
"11415","OS9"
"11416","OSBP"
"11417","OSBP2"
"11418","OSBPL10"
"11419","OSBPL11"
"11420","OSBPL1A"
"11421","OSBPL2"
"11422","OSBPL3"
"11423","OSBPL5"
"11424","OSBPL6"
"11425","OSBPL8"
"11426","OSBPL9"
"11427","OSCAR"
"11428","OSCP1"
"11429","OSER1"
"11430","OSGEP"
"11431","OSGEPL1"
"11432","OSGIN1"
"11433","OSGIN2"
"11434","OSM"
"11435","OSMR"
"11436","OSR1"
"11437","OSR2"
"11438","OST4"
"11439","OSTC"
"11440","OSTF1"
"11441","OSTM1"
"11442","OSTN"
"11443","OTC"
"11444","OTOA"
"11445","OTOF"
"11446","OTOG"
"11447","OTOGL"
"11448","OTOL1"
"11449","OTOP1"
"11450","OTOP2"
"11451","OTOP3"
"11452","OTOR"
"11453","OTOS"
"11454","OTP"
"11455","OTUB1"
"11456","OTUB2"
"11457","OTUD1"
"11458","OTUD3"
"11459","OTUD4"
"11460","OTUD5"
"11461","OTUD6A"
"11462","OTUD6B"
"11463","OTUD7A"
"11464","OTUD7B"
"11465","OTULIN"
"11466","OTULINL"
"11467","OTX1"
"11468","OTX2"
"11469","OVCA2"
"11470","OVCH1"
"11471","OVCH2"
"11472","OVGP1"
"11473","OVOL1"
"11474","OVOL2"
"11475","OVOL3"
"11476","OXA1L"
"11477","OXCT1"
"11478","OXCT2"
"11479","OXER1"
"11480","OXGR1"
"11481","OXLD1"
"11482","OXNAD1"
"11483","OXR1"
"11484","OXSM"
"11485","OXSR1"
"11486","OXT"
"11487","OXTR"
"11488","P2RX1"
"11489","P2RX2"
"11490","P2RX3"
"11491","P2RX4"
"11492","P2RX5"
"11493","P2RX6"
"11494","P2RX7"
"11495","P2RY1"
"11496","P2RY10"
"11497","P2RY11"
"11498","P2RY12"
"11499","P2RY13"
"11500","P2RY14"
"11501","P2RY2"
"11502","P2RY4"
"11503","P2RY6"
"11504","P2RY8"
"11505","P3H1"
"11506","P3H2"
"11507","P3H3"
"11508","P3H4"
"11509","P4HA1"
"11510","P4HA2"
"11511","P4HA3"
"11512","P4HB"
"11513","P4HTM"
"11514","PA2G4"
"11515","PAAF1"
"11516","PABPC1"
"11517","PABPC1L"
"11518","PABPC1L2A"
"11519","PABPC1L2B"
"11520","PABPC3"
"11521","PABPC4"
"11522","PABPC4L"
"11523","PABPC5"
"11524","PABPN1"
"11525","PABPN1L"
"11526","PACRG"
"11527","PACRGL"
"11528","PACS1"
"11529","PACS2"
"11530","PACSIN1"
"11531","PACSIN2"
"11532","PACSIN3"
"11533","PADI1"
"11534","PADI2"
"11535","PADI3"
"11536","PADI4"
"11537","PADI6"
"11538","PAEP"
"11539","PAF1"
"11540","PAFAH1B1"
"11541","PAFAH1B2"
"11542","PAFAH1B3"
"11543","PAFAH2"
"11544","PAG1"
"11545","PAGE1"
"11546","PAGE2"
"11547","PAGE2B"
"11548","PAGE3"
"11549","PAGE4"
"11550","PAGE5"
"11551","PAGR1"
"11552","PAH"
"11553","PAICS"
"11554","PAIP1"
"11555","PAIP2"
"11556","PAIP2B"
"11557","PAK1"
"11558","PAK1IP1"
"11559","PAK2"
"11560","PAK3"
"11561","PAK4"
"11562","PAK5"
"11563","PAK6"
"11564","PALB2"
"11565","PALD1"
"11566","PALLD"
"11567","PALM"
"11568","PALM2"
"11569","PALM2-AKAP2"
"11570","PALM3"
"11571","PALMD"
"11572","PAM"
"11573","PAM16"
"11574","PAMR1"
"11575","PAN2"
"11576","PAN3"
"11577","PANK1"
"11578","PANK2"
"11579","PANK3"
"11580","PANK4"
"11581","PANO1"
"11582","PANX1"
"11583","PANX2"
"11584","PANX3"
"11585","PAOX"
"11586","PAPLN"
"11587","PAPOLA"
"11588","PAPOLB"
"11589","PAPOLG"
"11590","PAPPA"
"11591","PAPPA2"
"11592","PAPSS1"
"11593","PAPSS2"
"11594","PAQR3"
"11595","PAQR4"
"11596","PAQR5"
"11597","PAQR6"
"11598","PAQR7"
"11599","PAQR8"
"11600","PAQR9"
"11601","PARD3"
"11602","PARD3B"
"11603","PARD6A"
"11604","PARD6B"
"11605","PARD6G"
"11606","PARG"
"11607","PARK7"
"11608","PARL"
"11609","PARM1"
"11610","PARN"
"11611","PARP1"
"11612","PARP10"
"11613","PARP11"
"11614","PARP12"
"11615","PARP14"
"11616","PARP15"
"11617","PARP16"
"11618","PARP2"
"11619","PARP3"
"11620","PARP4"
"11621","PARP6"
"11622","PARP8"
"11623","PARP9"
"11624","PARPBP"
"11625","PARS2"
"11626","PARVA"
"11627","PARVB"
"11628","PARVG"
"11629","PASD1"
"11630","PASK"
"11631","PATE1"
"11632","PATE2"
"11633","PATE3"
"11634","PATE4"
"11635","PATJ"
"11636","PATL1"
"11637","PATL2"
"11638","PATZ1"
"11639","PAWR"
"11640","PAX1"
"11641","PAX2"
"11642","PAX3"
"11643","PAX4"
"11644","PAX5"
"11645","PAX6"
"11646","PAX7"
"11647","PAX8"
"11648","PAX9"
"11649","PAXBP1"
"11650","PAXIP1"
"11651","PAXX"
"11652","PBDC1"
"11653","PBK"
"11654","PBLD"
"11655","PBOV1"
"11656","PBRM1"
"11657","PBX1"
"11658","PBX2"
"11659","PBX3"
"11660","PBX4"
"11661","PBXIP1"
"11662","PC"
"11663","PCARE"
"11664","PCBD1"
"11665","PCBD2"
"11666","PCBP1"
"11667","PCBP2"
"11668","PCBP3"
"11669","PCBP4"
"11670","PCCA"
"11671","PCCB"
"11672","PCDH1"
"11673","PCDH10"
"11674","PCDH11X"
"11675","PCDH11Y"
"11676","PCDH12"
"11677","PCDH15"
"11678","PCDH17"
"11679","PCDH18"
"11680","PCDH19"
"11681","PCDH20"
"11682","PCDH7"
"11683","PCDH8"
"11684","PCDH9"
"11685","PCDHA1"
"11686","PCDHA10"
"11687","PCDHA11"
"11688","PCDHA12"
"11689","PCDHA13"
"11690","PCDHA2"
"11691","PCDHA3"
"11692","PCDHA4"
"11693","PCDHA5"
"11694","PCDHA6"
"11695","PCDHA7"
"11696","PCDHA8"
"11697","PCDHA9"
"11698","PCDHAC1"
"11699","PCDHAC2"
"11700","PCDHB1"
"11701","PCDHB10"
"11702","PCDHB11"
"11703","PCDHB12"
"11704","PCDHB13"
"11705","PCDHB14"
"11706","PCDHB15"
"11707","PCDHB16"
"11708","PCDHB2"
"11709","PCDHB3"
"11710","PCDHB4"
"11711","PCDHB5"
"11712","PCDHB6"
"11713","PCDHB7"
"11714","PCDHB8"
"11715","PCDHB9"
"11716","PCDHGA1"
"11717","PCDHGA10"
"11718","PCDHGA11"
"11719","PCDHGA12"
"11720","PCDHGA2"
"11721","PCDHGA3"
"11722","PCDHGA4"
"11723","PCDHGA5"
"11724","PCDHGA6"
"11725","PCDHGA7"
"11726","PCDHGA8"
"11727","PCDHGA9"
"11728","PCDHGB1"
"11729","PCDHGB2"
"11730","PCDHGB3"
"11731","PCDHGB4"
"11732","PCDHGB5"
"11733","PCDHGB6"
"11734","PCDHGB7"
"11735","PCDHGC3"
"11736","PCDHGC4"
"11737","PCDHGC5"
"11738","PCED1A"
"11739","PCED1B"
"11740","PCF11"
"11741","PCGF1"
"11742","PCGF2"
"11743","PCGF3"
"11744","PCGF5"
"11745","PCGF6"
"11746","PCID2"
"11747","PCIF1"
"11748","PCK1"
"11749","PCK2"
"11750","PCLAF"
"11751","PCLO"
"11752","PCM1"
"11753","PCMT1"
"11754","PCMTD1"
"11755","PCMTD2"
"11756","PCNA"
"11757","PCNP"
"11758","PCNT"
"11759","PCNX1"
"11760","PCNX2"
"11761","PCNX3"
"11762","PCNX4"
"11763","PCOLCE"
"11764","PCOLCE2"
"11765","PCP2"
"11766","PCP4"
"11767","PCP4L1"
"11768","PCSK1"
"11769","PCSK1N"
"11770","PCSK2"
"11771","PCSK4"
"11772","PCSK5"
"11773","PCSK6"
"11774","PCSK7"
"11775","PCSK9"
"11776","PCTP"
"11777","PCYOX1"
"11778","PCYOX1L"
"11779","PCYT1A"
"11780","PCYT1B"
"11781","PCYT2"
"11782","PDAP1"
"11783","PDC"
"11784","PDCD1"
"11785","PDCD10"
"11786","PDCD11"
"11787","PDCD1LG2"
"11788","PDCD2"
"11789","PDCD2L"
"11790","PDCD4"
"11791","PDCD5"
"11792","PDCD6"
"11793","PDCD6IP"
"11794","PDCD7"
"11795","PDCL"
"11796","PDCL2"
"11797","PDCL3"
"11798","PDE10A"
"11799","PDE11A"
"11800","PDE12"
"11801","PDE1A"
"11802","PDE1B"
"11803","PDE1C"
"11804","PDE2A"
"11805","PDE3A"
"11806","PDE3B"
"11807","PDE4A"
"11808","PDE4B"
"11809","PDE4D"
"11810","PDE4DIP"
"11811","PDE5A"
"11812","PDE6A"
"11813","PDE6B"
"11814","PDE6C"
"11815","PDE6D"
"11816","PDE7A"
"11817","PDE7B"
"11818","PDE8A"
"11819","PDE8B"
"11820","PDE9A"
"11821","PDF"
"11822","PDGFA"
"11823","PDGFB"
"11824","PDGFC"
"11825","PDGFD"
"11826","PDGFRA"
"11827","PDGFRB"
"11828","PDGFRL"
"11829","PDHA1"
"11830","PDHA2"
"11831","PDHB"
"11832","PDHX"
"11833","PDIA2"
"11834","PDIA3"
"11835","PDIA4"
"11836","PDIA5"
"11837","PDIA6"
"11838","PDIK1L"
"11839","PDILT"
"11840","PDK1"
"11841","PDK2"
"11842","PDK3"
"11843","PDK4"
"11844","PDLIM1"
"11845","PDLIM2"
"11846","PDLIM3"
"11847","PDLIM4"
"11848","PDLIM5"
"11849","PDLIM7"
"11850","PDP1"
"11851","PDP2"
"11852","PDPK1"
"11853","PDPN"
"11854","PDPR"
"11855","PDRG1"
"11856","PDS5A"
"11857","PDS5B"
"11858","PDSS1"
"11859","PDSS2"
"11860","PDX1"
"11861","PDXDC1"
"11862","PDXK"
"11863","PDXP"
"11864","PDYN"
"11865","PDZD11"
"11866","PDZD2"
"11867","PDZD3"
"11868","PDZD4"
"11869","PDZD7"
"11870","PDZD8"
"11871","PDZD9"
"11872","PDZK1"
"11873","PDZK1IP1"
"11874","PDZRN3"
"11875","PDZRN4"
"11876","PEA15"
"11877","PEAK1"
"11878","PEAK3"
"11879","PEAR1"
"11880","PEBP1"
"11881","PEBP4"
"11882","PECAM1"
"11883","PECR"
"11884","PEF1"
"11885","PEG10"
"11886","PEG3"
"11887","PELI1"
"11888","PELI2"
"11889","PELI3"
"11890","PELO"
"11891","PELP1"
"11892","PEMT"
"11893","PENK"
"11894","PEPD"
"11895","PER2"
"11896","PER3"
"11897","PERM1"
"11898","PERP"
"11899","PES1"
"11900","PET100"
"11901","PET117"
"11902","PEX1"
"11903","PEX10"
"11904","PEX11A"
"11905","PEX11B"
"11906","PEX11G"
"11907","PEX12"
"11908","PEX13"
"11909","PEX14"
"11910","PEX16"
"11911","PEX19"
"11912","PEX2"
"11913","PEX26"
"11914","PEX3"
"11915","PEX5"
"11916","PEX5L"
"11917","PEX6"
"11918","PEX7"
"11919","PF4"
"11920","PF4V1"
"11921","PFAS"
"11922","PFDN1"
"11923","PFDN2"
"11924","PFDN4"
"11925","PFDN5"
"11926","PFDN6"
"11927","PFKFB1"
"11928","PFKFB2"
"11929","PFKFB3"
"11930","PFKFB4"
"11931","PFKL"
"11932","PFKM"
"11933","PFKP"
"11934","PFN1"
"11935","PFN2"
"11936","PFN3"
"11937","PFN4"
"11938","PGA3"
"11939","PGA4"
"11940","PGA5"
"11941","PGAM1"
"11942","PGAM2"
"11943","PGAM4"
"11944","PGAM5"
"11945","PGAP1"
"11946","PGAP2"
"11947","PGAP3"
"11948","PGBD1"
"11949","PGBD2"
"11950","PGBD4"
"11951","PGBD5"
"11952","PGC"
"11953","PGD"
"11954","PGF"
"11955","PGGHG"
"11956","PGGT1B"
"11957","PGK1"
"11958","PGK2"
"11959","PGLYRP1"
"11960","PGLYRP2"
"11961","PGLYRP3"
"11962","PGLYRP4"
"11963","PGM1"
"11964","PGM2"
"11965","PGM2L1"
"11966","PGM3"
"11967","PGM5"
"11968","PGP"
"11969","PGPEP1"
"11970","PGPEP1L"
"11971","PGR"
"11972","PGRMC1"
"11973","PGRMC2"
"11974","PGS1"
"11975","PHACTR1"
"11976","PHACTR2"
"11977","PHACTR3"
"11978","PHACTR4"
"11979","PHAX"
"11980","PHB"
"11981","PHB2"
"11982","PHC1"
"11983","PHC2"
"11984","PHC3"
"11985","PHETA1"
"11986","PHETA2"
"11987","PHEX"
"11988","PHF1"
"11989","PHF10"
"11990","PHF11"
"11991","PHF12"
"11992","PHF13"
"11993","PHF14"
"11994","PHF19"
"11995","PHF2"
"11996","PHF20"
"11997","PHF20L1"
"11998","PHF21A"
"11999","PHF21B"
"12000","PHF23"
"12001","PHF24"
"12002","PHF3"
"12003","PHF5A"
"12004","PHF6"
"12005","PHF7"
"12006","PHF8"
"12007","PHGDH"
"12008","PHGR1"
"12009","PHIP"
"12010","PHKA1"
"12011","PHKA2"
"12012","PHKB"
"12013","PHKG1"
"12014","PHKG2"
"12015","PHLDA1"
"12016","PHLDA2"
"12017","PHLDA3"
"12018","PHLDB1"
"12019","PHLDB2"
"12020","PHLDB3"
"12021","PHLPP1"
"12022","PHLPP2"
"12023","PHOSPHO1"
"12024","PHOSPHO2"
"12025","PHOX2A"
"12026","PHOX2B"
"12027","PHPT1"
"12028","PHRF1"
"12029","PHTF1"
"12030","PHTF2"
"12031","PHYH"
"12032","PHYHD1"
"12033","PHYHIP"
"12034","PHYHIPL"
"12035","PHYKPL"
"12036","PI15"
"12037","PI16"
"12038","PI3"
"12039","PI4K2A"
"12040","PI4K2B"
"12041","PI4KA"
"12042","PI4KB"
"12043","PIANP"
"12044","PIAS1"
"12045","PIAS2"
"12046","PIAS3"
"12047","PIAS4"
"12048","PIBF1"
"12049","PICALM"
"12050","PICK1"
"12051","PID1"
"12052","PIDD1"
"12053","PIEZO1"
"12054","PIEZO2"
"12055","PIF1"
"12056","PIFO"
"12057","PIGA"
"12058","PIGB"
"12059","PIGBOS1"
"12060","PIGC"
"12061","PIGF"
"12062","PIGG"
"12063","PIGH"
"12064","PIGK"
"12065","PIGL"
"12066","PIGM"
"12067","PIGN"
"12068","PIGO"
"12069","PIGP"
"12070","PIGQ"
"12071","PIGR"
"12072","PIGS"
"12073","PIGT"
"12074","PIGU"
"12075","PIGV"
"12076","PIGW"
"12077","PIGX"
"12078","PIGY"
"12079","PIGZ"
"12080","PIH1D1"
"12081","PIH1D2"
"12082","PIH1D3"
"12083","PIK3AP1"
"12084","PIK3C2A"
"12085","PIK3C2B"
"12086","PIK3C2G"
"12087","PIK3C3"
"12088","PIK3CA"
"12089","PIK3CB"
"12090","PIK3CD"
"12091","PIK3CG"
"12092","PIK3IP1"
"12093","PIK3R1"
"12094","PIK3R2"
"12095","PIK3R3"
"12096","PIK3R4"
"12097","PIK3R5"
"12098","PIK3R6"
"12099","PIKFYVE"
"12100","PILRA"
"12101","PILRB"
"12102","PIM1"
"12103","PIM2"
"12104","PIM3"
"12105","PIMREG"
"12106","PIN1"
"12107","PIN4"
"12108","PINK1"
"12109","PINLYP"
"12110","PINX1"
"12111","PIP"
"12112","PIP4K2A"
"12113","PIP4K2B"
"12114","PIP4K2C"
"12115","PIP4P1"
"12116","PIP4P2"
"12117","PIP5K1A"
"12118","PIP5K1B"
"12119","PIP5K1C"
"12120","PIP5KL1"
"12121","PIPOX"
"12122","PIR"
"12123","PIRT"
"12124","PISD"
"12125","PITHD1"
"12126","PITPNA"
"12127","PITPNB"
"12128","PITPNC1"
"12129","PITPNM1"
"12130","PITPNM2"
"12131","PITPNM3"
"12132","PITRM1"
"12133","PITX1"
"12134","PITX2"
"12135","PITX3"
"12136","PIWIL1"
"12137","PIWIL2"
"12138","PIWIL3"
"12139","PIWIL4"
"12140","PJA1"
"12141","PJA2"
"12142","PJVK"
"12143","PKD1"
"12144","PKD1L1"
"12145","PKD1L2"
"12146","PKD1L3"
"12147","PKD1P1"
"12148","PKD2"
"12149","PKD2L1"
"12150","PKD2L2"
"12151","PKDCC"
"12152","PKDREJ"
"12153","PKHD1"
"12154","PKHD1L1"
"12155","PKIA"
"12156","PKIB"
"12157","PKIG"
"12158","PKLR"
"12159","PKM"
"12160","PKMYT1"
"12161","PKN1"
"12162","PKN2"
"12163","PKN3"
"12164","PKNOX1"
"12165","PKNOX2"
"12166","PKP1"
"12167","PKP2"
"12168","PKP3"
"12169","PKP4"
"12170","PLA1A"
"12171","PLA2G10"
"12172","PLA2G12A"
"12173","PLA2G12B"
"12174","PLA2G15"
"12175","PLA2G1B"
"12176","PLA2G2A"
"12177","PLA2G2C"
"12178","PLA2G2D"
"12179","PLA2G2E"
"12180","PLA2G2F"
"12181","PLA2G3"
"12182","PLA2G4A"
"12183","PLA2G4B"
"12184","PLA2G4C"
"12185","PLA2G4D"
"12186","PLA2G4E"
"12187","PLA2G4F"
"12188","PLA2G5"
"12189","PLA2G6"
"12190","PLA2G7"
"12191","PLA2R1"
"12192","PLAA"
"12193","PLAC1"
"12194","PLAC8"
"12195","PLAC8L1"
"12196","PLAC9"
"12197","PLAG1"
"12198","PLAGL1"
"12199","PLAGL2"
"12200","PLAT"
"12201","PLAU"
"12202","PLAUR"
"12203","PLB1"
"12204","PLBD1"
"12205","PLBD2"
"12206","PLCB1"
"12207","PLCB2"
"12208","PLCB3"
"12209","PLCB4"
"12210","PLCD1"
"12211","PLCD3"
"12212","PLCD4"
"12213","PLCE1"
"12214","PLCG1"
"12215","PLCH1"
"12216","PLCH2"
"12217","PLCL1"
"12218","PLCL2"
"12219","PLCXD1"
"12220","PLCXD2"
"12221","PLCXD3"
"12222","PLCZ1"
"12223","PLD1"
"12224","PLD2"
"12225","PLD3"
"12226","PLD4"
"12227","PLD5"
"12228","PLD6"
"12229","PLEC"
"12230","PLEK"
"12231","PLEK2"
"12232","PLEKHA1"
"12233","PLEKHA2"
"12234","PLEKHA3"
"12235","PLEKHA4"
"12236","PLEKHA5"
"12237","PLEKHA6"
"12238","PLEKHA7"
"12239","PLEKHA8"
"12240","PLEKHB1"
"12241","PLEKHB2"
"12242","PLEKHD1"
"12243","PLEKHF1"
"12244","PLEKHF2"
"12245","PLEKHG1"
"12246","PLEKHG2"
"12247","PLEKHG3"
"12248","PLEKHG4"
"12249","PLEKHG4B"
"12250","PLEKHG5"
"12251","PLEKHG6"
"12252","PLEKHG7"
"12253","PLEKHH1"
"12254","PLEKHH2"
"12255","PLEKHH3"
"12256","PLEKHJ1"
"12257","PLEKHM1"
"12258","PLEKHM2"
"12259","PLEKHM3"
"12260","PLEKHN1"
"12261","PLEKHO1"
"12262","PLEKHO2"
"12263","PLEKHS1"
"12264","PLET1"
"12265","PLG"
"12266","PLGLB1"
"12267","PLGLB2"
"12268","PLGRKT"
"12269","PLIN1"
"12270","PLIN2"
"12271","PLIN3"
"12272","PLIN4"
"12273","PLIN5"
"12274","PLK1"
"12275","PLK2"
"12276","PLK3"
"12277","PLK4"
"12278","PLK5"
"12279","PLLP"
"12280","PLN"
"12281","PLOD1"
"12282","PLOD2"
"12283","PLOD3"
"12284","PLP1"
"12285","PLP2"
"12286","PLPBP"
"12287","PLPP1"
"12288","PLPP2"
"12289","PLPP3"
"12290","PLPP4"
"12291","PLPP5"
"12292","PLPP6"
"12293","PLPP7"
"12294","PLPPR1"
"12295","PLPPR2"
"12296","PLPPR3"
"12297","PLPPR4"
"12298","PLPPR5"
"12299","PLRG1"
"12300","PLS1"
"12301","PLS3"
"12302","PLSCR1"
"12303","PLSCR2"
"12304","PLSCR3"
"12305","PLSCR4"
"12306","PLSCR5"
"12307","PLTP"
"12308","PLVAP"
"12309","PLXDC1"
"12310","PLXDC2"
"12311","PLXNA1"
"12312","PLXNA2"
"12313","PLXNA3"
"12314","PLXNA4"
"12315","PLXNB1"
"12316","PLXNB2"
"12317","PLXNB3"
"12318","PLXNC1"
"12319","PLXND1"
"12320","PM20D1"
"12321","PM20D2"
"12322","PMAIP1"
"12323","PMCH"
"12324","PMEL"
"12325","PMEPA1"
"12326","PMF1"
"12327","PMF1-BGLAP"
"12328","PMFBP1"
"12329","PMIS2"
"12330","PML"
"12331","PMM1"
"12332","PMM2"
"12333","PMP2"
"12334","PMP22"
"12335","PMPCA"
"12336","PMPCB"
"12337","PMS1"
"12338","PMS2"
"12339","PMVK"
"12340","PNCK"
"12341","PNISR"
"12342","PNKD"
"12343","PNKP"
"12344","PNLDC1"
"12345","PNLIP"
"12346","PNLIPRP1"
"12347","PNLIPRP2"
"12348","PNLIPRP3"
"12349","PNMA1"
"12350","PNMA2"
"12351","PNMA3"
"12352","PNMA5"
"12353","PNMA6A"
"12354","PNMA6E"
"12355","PNMA6F"
"12356","PNMA8A"
"12357","PNMA8B"
"12358","PNMA8C"
"12359","PNMT"
"12360","PNN"
"12361","PNO1"
"12362","PNOC"
"12363","PNP"
"12364","PNPLA1"
"12365","PNPLA2"
"12366","PNPLA3"
"12367","PNPLA4"
"12368","PNPLA5"
"12369","PNPLA6"
"12370","PNPLA7"
"12371","PNPLA8"
"12372","PNPO"
"12373","PNPT1"
"12374","PNRC1"
"12375","PNRC2"
"12376","POC1A"
